Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,n,,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,n,,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1991,1991,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
1991,1991,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1991,1991,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
1991,1991,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
1991,1991,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
1991,1991,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
1991,1991,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
1991,1991,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,56036,a,56036,a
1991,1991,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1991,1991,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
1991,1991,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,,U,,U
1991,1991,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1991,1991,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,43,a,43,a
1991,1991,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
1991,1991,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1991,1991,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1991,1991,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,n,,n
1991,1991,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1991,1991,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1991,1991,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,,u,,u
1991,1991,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1991,1991,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,,u,,u
1991,1991,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1991,1991,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,5850,a,5850,a
1992,1992,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
1992,1992,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,5527,a,5527,a
1992,1992,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
1992,1992,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
1992,1992,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
1992,1992,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,122,r,122,r
1992,1992,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
1992,1992,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
1992,1992,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
1992,1992,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,120,E,120,E
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,,,
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,1,a,1,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
1992,1992,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
1992,1992,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
1992,1992,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
1992,1992,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,24466,a,24466,a
1992,1992,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,,U,,U
1992,1992,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,140,a,140,a
1992,1992,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1992,1992,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1992,1992,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
1992,1992,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1992,1992,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1992,1992,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,n,,n
1992,1992,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1992,1992,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1992,1992,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,,u,,u
1992,1992,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1992,1992,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,,u,,u
1992,1992,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1992,1992,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1993,1993,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1993,1993,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
1993,1993,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1993,1993,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,5692,a,5692,a
1993,1993,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
1993,1993,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,3962,a,3962,a
1993,1993,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
1993,1993,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1993,1993,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1993,1993,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1993,1993,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1993,1993,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1993,1993,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,221,r,221,r
1993,1993,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
1993,1993,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,18,r,18,r
1993,1993,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
1993,1993,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
1993,1993,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
1993,1993,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1993,1993,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
1993,1993,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1993,1993,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1993,1993,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1993,1993,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,13,a,13,a
