Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,0,a,0,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2014,2014,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2014,2014,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2014,2014,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2014,2014,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2014,2014,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,11113,a,11113,a
2014,2014,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,e,0,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2014,2014,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,,u,,u
2014,2014,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,40,e,40,e
2014,2014,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,,u,,u
2014,2014,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2014,2014,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2014,2014,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2014,2014,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2014,2014,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2014,2014,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2014,2014,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2014,2014,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2014,2014,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2014,2014,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2014,2014,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2015,2015,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2015,2015,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,773,a,773,a
2015,2015,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2015,2015,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,44,a,44,a
2015,2015,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2015,2015,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2015,2015,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,600,r,600,r
2015,2015,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,11613.3,r,11613.3,r
2015,2015,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2015,2015,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2015,2015,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,e,0,e
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,56,a,56,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2015,2015,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2015,2015,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2015,2015,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,0,r,0,r
2015,2015,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,r,0,r
2015,2015,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2015,2015,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,6677.62166572471,r,6677.62166572471,r
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2015,2015,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,,u,,u
2015,2015,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2015,2015,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,,u,,u
2015,2015,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2015,2015,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2015,2015,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2015,2015,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2015,2015,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2015,2015,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2015,2015,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2015,2015,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2015,2015,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2015,2015,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2015,2015,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,0,a,0,a
2015,2015,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,a,0,a
2016,2016,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2016,2016,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2016,2016,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,922,a,922,a
2016,2016,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2016,2016,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2016,2016,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,171,a,171,a
